scheme_code,scheme_name,fund_house,category
118665,Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Growth Mid,Other
118668,Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Growth Mid,Other
100375,NIPPON INDIA GROWTH MID CAP FUND - IDCW Option,NIPPON INDIA GROWTH MID,Other
106260,NIPPON INDIA GROWTH MID CAP FUND - INSTITUTIONAL Plan - IDCW Option,NIPPON INDIA GROWTH MID,Other
100376,Nippon India Growth Mid Cap Fund-Growth Plan-Bonus Option,Nippon India Growth Mid,Other
100377,Nippon India Growth Mid Cap Fund-Growth Plan-Growth Option,Nippon India Growth Mid,Other
125301,PGIM India Midcap Fund - Direct Plan - Dividend Option - Payout,PGIM India Midcap Fund,Other
125307,PGIM India Midcap Fund - Direct Plan - Growth Option,PGIM India Midcap Fund,Other
125306,PGIM India Midcap Fund - Regular Plan - Dividend Option - Payout,PGIM India Midcap Fund,Other
125305,PGIM India Midcap Fund - Regular Plan - Growth Option,PGIM India Midcap Fund,Other
120841,quant Mid Cap Fund - Growth Option - Direct Plan,quant Mid Cap Fund,Other
101065,quant Mid Cap Fund - Growth Option - Regular Plan,quant Mid Cap Fund,Other
120840,quant Mid Cap Fund - IDCW Option - Direct Plan,quant Mid Cap Fund,Other
101066,quant Mid Cap Fund - IDCW Option - Regular Plan,quant Mid Cap Fund,Other
154114,Samco Mid Cap Fund - Direct Plan,Samco Mid Cap Fund,Other
154115,Samco Mid Cap Fund - Regular Plan,Samco Mid Cap Fund,Other
119716,SBI MIDCAP FUND - DIRECT PLAN - GROWTH,SBI MIDCAP FUND -,Other
119715,SBI Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Midcap Fund -,Other
102941,SBI MIDCAP FUND - REGULAR PLAN - GROWTH,SBI MIDCAP FUND -,Other
102942,SBI Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Midcap Fund -,Other
119581,Sundaram Mid Cap Fund Direct Plan - Growth,Sundaram Mid Cap Fund,Other
119582,Sundaram Mid Cap Fund Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mid Cap Fund,Other
101539,Sundaram Mid Cap Fund Regular Plan - Growth,Sundaram Mid Cap Fund,Other
101538,Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),Sundaram Mid Cap Fund,Other
119178,Tata Mid Cap Fund - Direct Plan- Growth Option,Tata Mid Cap Fund,Other
119177,Tata Mid Cap Fund - Direct Plan- IDCW Option,Tata Mid Cap Fund,Other
102328,Tata Mid Cap Fund Regular Plan- Growth Option,Tata Mid Cap Fund,Other
102326,Tata Mid Cap Fund-Regular Plan - IDCW Option,Tata Mid Cap Fund-Regular,Other
118872,Taurus Mid Cap Fund - Direct Plan - Growth,Taurus Mid Cap Fund,Other
118873,Taurus Mid Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Mid Cap Fund,Other
100477,Taurus Mid Cap Fund - Regular Plan - Growth,Taurus Mid Cap Fund,Other
111642,Taurus Mid Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Mid Cap Fund,Other
154210,TRUSTMF MID CAP FUND -DIRECT -GROWTH,TRUSTMF MID CAP FUND,Other
154211,TRUSTMF MID CAP FUND -REGULAR-GROWTH,TRUSTMF MID CAP FUND,Other
148073,Union Midcap Fund - Direct Plan - Growth Option,Union Midcap Fund -,Other
148074,Union Midcap Fund - Direct Plan - IDCW Option,Union Midcap Fund -,Other
148071,Union Midcap Fund - Regular Plan - Growth Option,Union Midcap Fund -,Other
148072,Union Midcap Fund - Regular Plan - IDCW Option,Union Midcap Fund -,Other
120727,UTI Mid Cap Fund - Direct Plan - IDCW,UTI Mid Cap Fund,Other
102393,UTI Mid Cap Fund - Regular Plan - IDCW,UTI Mid Cap Fund,Other
102394,UTI Mid Cap Fund-Growth Option,UTI Mid Cap Fund-Growth,Other
120726,UTI Mid Cap Fund-Growth Option- Direct,UTI Mid Cap Fund-Growth,Other
150584,WhiteOak Capital Mid Cap Fund Direct Plan Growth,WhiteOak Capital Mid Cap,Other
150582,WhiteOak Capital Mid Cap Fund Direct Plan IDCW,WhiteOak Capital Mid Cap,Other
150583,WhiteOak Capital Mid Cap Fund Regular Plan Growth,WhiteOak Capital Mid Cap,Other
150585,WhiteOak Capital Mid Cap Fund Regular Plan IDCW,WhiteOak Capital Mid Cap,Other
149383,Axis Multicap Fund - Direct Growth,Axis Multicap Fund -,Other
149384,Axis Multicap Fund - Direct Plan - IDCW,Axis Multicap Fund -,Other
149382,Axis Multicap Fund - Regular Plan - Growth,Axis Multicap Fund -,Other
149387,Axis Multicap Fund - Regular Plan - IDCW,Axis Multicap Fund -,Other
153309,BAJAJ FINSERV MULTI CAP FUND - DIRECT - GROWTH,BAJAJ FINSERV MULTI CAP,Other
153306,BAJAJ FINSERV MULTI CAP FUND - DIRECT - IDCW,BAJAJ FINSERV MULTI CAP,Other
153307,BAJAJ FINSERV MULTI CAP FUND - REGULAR - GROWTH,BAJAJ FINSERV MULTI CAP,Other
153308,BAJAJ FINSERV MULTI CAP FUND - REGULAR - IDCW,BAJAJ FINSERV MULTI CAP,Other
149303,BANDHAN MULTI CAP FUND - GROWTH - DIRECT PLAN,BANDHAN MULTI CAP FUND,Other
149305,BANDHAN MULTI CAP FUND - GROWTH - REGULAR PLAN,BANDHAN MULTI CAP FUND,Other
149304,BANDHAN MULTI CAP FUND - IDCW - DIRECT PLAN,BANDHAN MULTI CAP FUND,Other
149302,BANDHAN MULTI CAP FUND - IDCW - REGULAR PLAN,BANDHAN MULTI CAP FUND,Other
151443,Bank of India Multi Cap Fund Direct Plan - Growth,Bank of India Multi,Other
151444,Bank of India Multi Cap Fund Direct Plan - IDCW,Bank of India Multi,Other
151445,Bank of India Multi Cap Fund Regular Plan - Growth,Bank of India Multi,Other
151446,Bank of India Multi Cap Fund Regular Plan - IDCW,Bank of India Multi,Other
119354,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - Growth Option,Baroda BNP Paribas MULTI,Other
119353,Baroda BNP Paribas MULTI CAP FUND - Direct Plan - IDCW Option,Baroda BNP Paribas MULTI,Other
102020,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - Growth Option,Baroda BNP Paribas MULTI,Other
102021,Baroda BNP Paribas MULTI CAP FUND - Regular Plan - IDCW Option,Baroda BNP Paribas MULTI,Other
151824,Canara Robeco Multi Cap Fund - Direct Plan - Growth Option,Canara Robeco Multi Cap,Other
151822,Canara Robeco Multi Cap Fund - Direct Plan - IDCW Option,Canara Robeco Multi Cap,Other
151821,Canara Robeco Multi Cap Fund - Regular Plan - Growth Option,Canara Robeco Multi Cap,Other
151823,Canara Robeco Multi Cap Fund - Regular Plan - IDCW Option,Canara Robeco Multi Cap,Other
152310,DSP Multicap Fund - Direct - Growth,DSP Multicap Fund -,Other
152309,DSP Multicap Fund - Direct - IDCW,DSP Multicap Fund -,Other
152307,DSP Multicap Fund - Regular - Growth,DSP Multicap Fund -,Other
152308,DSP Multicap Fund - Regular - IDCW,DSP Multicap Fund -,Other
152094,Edelweiss Multi Cap Fund - Direct Plan - Growth,Edelweiss Multi Cap Fund,Other
152093,Edelweiss Multi Cap Fund - Direct Plan - IDCW,Edelweiss Multi Cap Fund,Other
152095,Edelweiss Multi Cap Fund - Regular Plan - Growth,Edelweiss Multi Cap Fund,Other
152096,Edelweiss Multi Cap Fund - Regular Plan - IDCW,Edelweiss Multi Cap Fund,Other
152739,Franklin India Multi Cap Fund - Direct - Growth,Franklin India Multi Cap,Other
152737,Franklin India Multi Cap Fund - Direct - IDCW,Franklin India Multi Cap,Other
152738,Franklin India Multi Cap Fund - Growth,Franklin India Multi Cap,Other
152740,Franklin India Multi Cap Fund - IDCW,Franklin India Multi Cap,Other
153034,Groww Multicap Fund - Direct - Growth,Groww Multicap Fund -,Other
153098,Groww Multicap Fund - Direct - IDCW,Groww Multicap Fund -,Other
153100,Groww Multicap Fund - Regular - Growth,Groww Multicap Fund -,Other
153099,Groww Multicap Fund - Regular - IDCW,Groww Multicap Fund -,Other
149366,HDFC Multi Cap Fund - Growth Option,HDFC Multi Cap Fund,Other
149368,HDFC Multi Cap Fund - Growth Option - Direct Plan,HDFC Multi Cap Fund,Other
149365,HDFC Multi Cap Fund - IDCW Option,HDFC Multi Cap Fund,Other
149367,HDFC Multi Cap Fund - IDCW Option - Direct Plan,HDFC Multi Cap Fund,Other
151290,HSBC Multi Cap Fund - Direct - Growth,HSBC Multi Cap Fund,Other
151291,HSBC Multi Cap Fund - Direct - IDCW,HSBC Multi Cap Fund,Other
151289,HSBC Multi Cap Fund - Regular - Growth,HSBC Multi Cap Fund,Other
151292,HSBC Multi Cap Fund - Regular - IDCW,HSBC Multi Cap Fund,Other
120599,ICICI Prudential Multicap Fund - Direct Plan -  Growth,ICICI Prudential Multicap Fund,Other
120598,ICICI Prudential Multicap Fund - Direct Plan -  IDCW,ICICI Prudential Multicap Fund,Other
101228,ICICI Prudential Multicap Fund - Growth,ICICI Prudential Multicap Fund,Other
101706,ICICI Prudential Multicap Fund - IDCW,ICICI Prudential Multicap Fund,Other
120413,Invesco India Multicap Fund - Direct Plan - Growth Option,Invesco India Multicap Fund,Other
120412,Invesco India Multicap Fund - Direct Plan - IDCW (Payout / Reinvestment),Invesco India Multicap Fund,Other
107353,Invesco India Multicap Fund - Regular Plan - Growth Option,Invesco India Multicap Fund,Other
107352,Invesco India Multicap Fund - Regular Plan - IDCW (Payout / Reinvestment),Invesco India Multicap Fund,Other
147183,ITI Multi Cap Fund - Direct Plan - Growth Option,ITI Multi Cap Fund,Other
147186,ITI Multi Cap Fund - Direct Plan - IDCW Option,ITI Multi Cap Fund,Other
147184,ITI Multi Cap Fund - Regular Plan - Growth Option,ITI Multi Cap Fund,Other
147185,ITI Multi Cap Fund - Regular Plan - IDCW Option,ITI Multi Cap Fund,Other
149183,Kotak Multicap Fund- Regular Plan -IDCW Option,Kotak Multicap Fund- Regular,Other
149185,Kotak Multicap Fund-Direct Plan-Growth,Kotak Multicap Fund-Direct Plan-Growth,Other
149187,Kotak Multicap Fund-Direct Plan-IDCW Option,Kotak Multicap Fund-Direct Plan-IDCW,Other
149182,Kotak Multicap Fund-Regular Plan-Growth,Kotak Multicap Fund-Regular Plan-Growth,Other
150659,LIC MF Multi Cap Fund-Direct Plan-Growth,LIC MF Multi Cap,Other
150660,LIC MF Multi Cap Fund-Direct Plan-IDCW,LIC MF Multi Cap,Other
150661,LIC MF Multi Cap Fund-Regular Plan-Growth,LIC MF Multi Cap,Other
150662,LIC MF Multi Cap Fund-Regular Plan-IDCW,LIC MF Multi Cap,Other
141223,Mahindra Manulife Multi Cap Fund - Direct Plan - IDCW,Mahindra Manulife Multi Cap,Other
141226,Mahindra Manulife Multi Cap Fund - Direct Plan -Growth,Mahindra Manulife Multi Cap,Other
141224,Mahindra Manulife Multi Cap Fund - Regular Plan - Growth,Mahindra Manulife Multi Cap,Other
141225,Mahindra Manulife Multi Cap Fund - Regular Plan - IDCW,Mahindra Manulife Multi Cap,Other
151810,Mirae Asset Multicap Fund - Direct Plan - Growth,Mirae Asset Multicap Fund,Other
151811,Mirae Asset Multicap Fund - Direct Plan - IDCW,Mirae Asset Multicap Fund,Other
151812,Mirae Asset Multicap Fund - Regular Plan - Growth,Mirae Asset Multicap Fund,Other
151813,Mirae Asset Multicap Fund - Regular Plan - IDCW,Mirae Asset Multicap Fund,Other
152650,Motilal Oswal Multi Cap Fund Regular Plan Growth,Motilal Oswal Multi Cap,Other
152649,Motilal Oswal Multi Cap Fund Regular Plan IDCW,Motilal Oswal Multi Cap,Other
152651,Motilal Oswal Multi Cap Fund-Direct Plan Growth,Motilal Oswal Multi Cap,Other
152652,Motilal Oswal Multi Cap Fund-Direct Plan IDCW,Motilal Oswal Multi Cap,Other
118652,NIPPON INDIA MULTI CAP FUND - DIRECT Plan - IDCW Option,NIPPON INDIA MULTI CAP,Other
118651,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Multi Cap,Other
118650,Nippon India Multi Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Multi Cap,Other
101163,NIPPON INDIA MULTI CAP FUND - IDCW Option,NIPPON INDIA MULTI CAP,Other
106252,Nippon India Multi Cap Fund Institutional Dividend Plan,Nippon India Multi Cap,Other
106253,Nippon India Multi Cap Fund Institutional Plan Growth Plan Growth Option,Nippon India Multi Cap,Other
101162,Nippon India Multi Cap Fund-Growth Plan-Bonus Option,Nippon India Multi Cap,Other
152815,PGIM India Multi Cap Fund - Direct Plan - Growth Option,PGIM India Multi Cap,Other
152817,PGIM India Multi Cap Fund - Direct Plan - IDCW Option,PGIM India Multi Cap,Other
152816,PGIM India Multi Cap Fund - Regular Plan - Growth Option,PGIM India Multi Cap,Other
152818,PGIM India Multi Cap Fund - Regular Plan - IDCW Option,PGIM India Multi Cap,Other
100631,quant Multi Cap Fund-GROWTH OPTION - Regular Plan,quant Multi Cap Fund-GROWTH,Other
120823,quant Multi Cap Fund-GROWTH OPTION-Direct Plan,quant Multi Cap Fund-GROWTH,Other
120822,quant Multi Cap Fund-IDCW Option - Direct Plan,quant Multi Cap Fund-IDCW,Other
100630,quant Multi Cap Fund-IDCW Option - Regular Plan,quant Multi Cap Fund-IDCW,Other
152847,Samco Multi Cap Fund - Direct Plan - Growth,Samco Multi Cap Fund,Other
152848,Samco Multi Cap Fund - Regular Plan - Growth,Samco Multi Cap Fund,Other
149887,SBI Multicap Fund- Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Multicap Fund- Direct,Other
149882,SBI Multicap Fund- Direct Plan- Growth option,SBI Multicap Fund- Direct,Other
149886,SBI Multicap Fund- Regular Plan- Growth Option,SBI Multicap Fund- Regular,Other
149883,SBI Multicap Fund- Regular Plan- Income Distribution cum Capital Withdrawal Option (IDCW),SBI Multicap Fund- Regular,Other
149668,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Option (IDCW),Sundaram Multi Cap Fund,Other
149666,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)- Income Distribution CUM Capital Withdrawal Option (IDCW),Sundaram Multi Cap Fund,Other
149669,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Direct Plan - Growth Option,Sundaram Multi Cap Fund,Other
149667,Sundaram Multi Cap Fund (Formerly Known as Principal Multi Cap Growth Fund)-Growth Option,Sundaram Multi Cap Fund,Other
151232,Tata Multicap Fund - Direct Plan - Growth,Tata Multicap Fund -,Other
151234,Tata Multicap Fund - Direct Plan - IDCW Payout,Tata Multicap Fund -,Other
151233,Tata Multicap Fund - Direct Plan - IDCW Reinvestment,Tata Multicap Fund -,Other
151235,Tata Multicap Fund - Regular Plan - Growth,Tata Multicap Fund -,Other
151237,Tata Multicap Fund - Regular Plan - IDCW Payout,Tata Multicap Fund -,Other
153644,TRUSTMF MULTI CAP FUND -DIRECT PLAN-GROWTH,TRUSTMF MULTI CAP FUND,Other
153645,TRUSTMF MULTI CAP FUND -REGULAR PLAN-GROWTH,TRUSTMF MULTI CAP FUND,Other
150858,Union Multicap Fund - Direct Plan - Growth Option,Union Multicap Fund -,Other
150857,Union Multicap Fund - Direct Plan - IDCW Option,Union Multicap Fund -,Other
150855,Union Multicap Fund - Regular Plan - Growth Option,Union Multicap Fund -,Other
150856,Union Multicap Fund - Regular Plan - IDCW Option,Union Multicap Fund -,Other
153515,UTI Multi Cap Fund - Direct Plan - Growth Option,UTI Multi Cap Fund,Other
153516,UTI Multi Cap Fund - Regular Plan - Growth Option,UTI Multi Cap Fund,Other
152071,WhiteOak Capital Multi Cap Fund Direct Plan Growth,WhiteOak Capital Multi Cap,Other
152072,WhiteOak Capital Multi Cap Fund Regular Plan Growth,WhiteOak Capital Multi Cap,Other
149318,360 ONE QUANT FUND DIRECT GROWTH,360 ONE QUANT FUND,Other
149319,360 ONE QUANT FUND DIRECT INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,360 ONE QUANT FUND,Other
149317,360 ONE QUANT FUND REGULAR GROWTH,360 ONE QUANT FUND,Other
149316,360 ONE QUANT FUND REGULAR INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,360 ONE QUANT FUND,Other
151368,Axis Business Cycles Fund - Direct Plan - Growth,Axis Business Cycles Fund,Other
151369,Axis Business Cycles Fund - Direct Plan - IDCW,Axis Business Cycles Fund,Other
151366,Axis Business Cycles Fund - Regular Plan - Growth,Axis Business Cycles Fund,Other
151367,Axis Business Cycles Fund - Regular Plan - IDCW,Axis Business Cycles Fund,Other
152805,Axis Consumption Fund Direct Plan - Growth,Axis Consumption Fund Direct,Other
152803,Axis Consumption Fund Direct Plan - IDCW,Axis Consumption Fund Direct,Other
152804,Axis Consumption Fund Regular Plan - Growth,Axis Consumption Fund Regular,Other
152806,Axis Consumption Fund Regular Plan - IDCW,Axis Consumption Fund Regular,Other
147928,Axis ESG Integration Strategy Fund - Direct Plan - Growth Option,Axis ESG Integration Strategy,Other
147931,Axis ESG Integration Strategy Fund - Direct Plan - IDCW,Axis ESG Integration Strategy,Other
147929,Axis ESG Integration Strategy Fund - Regular Plan - Growth Option,Axis ESG Integration Strategy,Other
147930,Axis ESG Integration Strategy Fund - Regular Plan - IDCW,Axis ESG Integration Strategy,Other
152202,Axis India Manufacturing Fund - Direct Plan - Growth,Axis India Manufacturing Fund,Other
152204,Axis India Manufacturing Fund - Direct Plan - IDCW,Axis India Manufacturing Fund,Other
152205,Axis India Manufacturing Fund - Regular Plan - Growth,Axis India Manufacturing Fund,Other
152203,Axis India Manufacturing Fund - Regular Plan - IDCW,Axis India Manufacturing Fund,Other
148634,Axis Innovation Fund - Direct Plan - Growth Option,Axis Innovation Fund -,Other
148632,Axis Innovation Fund - Direct Plan - IDCW,Axis Innovation Fund -,Other
148631,Axis Innovation Fund - Regular Plan - Growth Option,Axis Innovation Fund -,Other
148633,Axis Innovation Fund - Regular Plan - IDCW,Axis Innovation Fund -,Other
153083,Axis Momentum Fund - Direct Plan - Growth Option,Axis Momentum Fund -,Other
153084,Axis Momentum Fund - Direct Plan - IDCW Option,Axis Momentum Fund -,Other
153085,Axis Momentum Fund - Regular Plan - Growth Option,Axis Momentum Fund -,Other
153082,Axis Momentum Fund - Regular Plan - IDCW Option,Axis Momentum Fund -,Other
148993,Axis Quant Fund - Direct Plan - Growth,Axis Quant Fund -,Other
148994,Axis Quant Fund - Direct Plan - IDCW,Axis Quant Fund -,Other
148992,Axis Quant Fund - Regular Plan - Growth,Axis Quant Fund -,Other
148995,Axis Quant Fund - Regular Plan - IDCW,Axis Quant Fund -,Other
153624,Axis Services Opportunities Fund - Direct Plan - Growth Option,Axis Services Opportunities Fund,Other
153622,Axis Services Opportunities Fund - Direct Plan - IDCW Option,Axis Services Opportunities Fund,Other
153621,Axis Services Opportunities Fund - Regular Plan - Growth Option,Axis Services Opportunities Fund,Other
153623,Axis Services Opportunities Fund - Regular Plan - IDCW Option,Axis Services Opportunities Fund,Other
153075,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - GROWTH,BAJAJ FINSERV CONSUMPTION FUND,Other
153074,BAJAJ FINSERV CONSUMPTION FUND - DIRECT - IDCW,BAJAJ FINSERV CONSUMPTION FUND,Other
153072,BAJAJ FINSERV CONSUMPTION FUND - REGULAR - GROWTH,BAJAJ FINSERV CONSUMPTION FUND,Other
153073,BAJAJ FINSERV CONSUMPTION FUND - REGULAR - IDCW,BAJAJ FINSERV CONSUMPTION FUND,Other
153157,BAJAJ FINSERV HEALTHCARE FUND - DIRECT - GROWTH,BAJAJ FINSERV HEALTHCARE FUND,Other
153156,BAJAJ FINSERV HEALTHCARE FUND - DIRECT - IDCW,BAJAJ FINSERV HEALTHCARE FUND,Other
153155,BAJAJ FINSERV HEALTHCARE FUND - REGULAR - GROWTH,BAJAJ FINSERV HEALTHCARE FUND,Other
153158,BAJAJ FINSERV HEALTHCARE FUND - REGULAR - IDCW,BAJAJ FINSERV HEALTHCARE FUND,Other
152878,Bandhan Business Cycle Fund - Direct Plan - Growth,Bandhan Business Cycle Fund,Other
152879,Bandhan Business Cycle Fund - Direct Plan - IDCW,Bandhan Business Cycle Fund,Other
152877,Bandhan Business Cycle Fund - Regular Plan - Growth,Bandhan Business Cycle Fund,Other
152880,Bandhan Business Cycle Fund - Regular Plan - IDCW,Bandhan Business Cycle Fund,Other
151816,BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,BANDHAN FINANCIAL SERVICES FUND,Other
151817,BANDHAN FINANCIAL SERVICES FUND - DIRECT PLAN - IDCW,BANDHAN FINANCIAL SERVICES FUND,Other
151818,BANDHAN FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH,BANDHAN FINANCIAL SERVICES FUND,Other
